CODE,LATITUDE,LONGITUDE,LAST MODIFIED DATE,ID,POSTAL CODE
RT01201277,21.0935274,80.156774,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201283,21.0936502,80.1561049,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201368,21.1038855,80.1548829,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201378,21.0947607,80.1542967,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201391,21.1067923,80.1548339,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201396,21.0998954,80.1546028,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201400,21.093765,80.1542979,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201406,21.0933727,80.1520109,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201409,21.0934325,80.1516726,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201411,21.0934283,80.1516736,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201413,21.0936072,80.1534742,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441807
RT01201430,21.3508591,80.2054203,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441801
RT01201435,21.3508583,80.2054216,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441801
RT01201498,21.4469681,80.1969168,03-04-2021 00:00,"1B44F5C9-098E-4DE5-87AD-AE7D1489001E
",441601
RT01189078,21.376156,80.3825806,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189093,21.3770826,80.3834983,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189099,21.3761047,80.3807061,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189109,21.3751368,80.3799727,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189116,21.3736871,80.3798659,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189130,21.3740819,80.3800091,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189220,21.3725053,80.3798707,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189221,21.3653055,80.3772986,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189222,21.3705126,80.3802876,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189229,21.3722173,80.3805993,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189235,21.3725565,80.3801049,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189239,21.3683204,80.3796087,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189242,21.3622919,80.3792708,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189244,21.3718235,80.380393,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189246,21.3617058,80.3794242,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189247,21.3728184,80.3796667,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189252,21.3728231,80.3796471,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189253,21.3689714,80.3794577,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189254,21.371758,80.381642,08-04-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189264,21.3769661,80.3833845,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189266,21.3598347,80.3792183,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189270,21.3725621,80.3801418,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189272,21.3708802,80.3802007,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189276,21.3725273,80.3801908,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189279,21.3702824,80.3801792,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189283,21.3701149,80.3801887,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189286,21.369779,80.3801624,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189290,21.3709186,80.3802021,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189291,21.4471253,80.1967361,03-05-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441601
RT01189295,21.3708022,80.3802601,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189296,21.3721585,80.3804088,08-04-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
