RT00620350,23.830867,91.282455,1/6/2020 0:00,50191014-598f-4fc4-810b-3f9858578741
RT00620351,23.831011,91.282702,1/6/2020 0:00,893d1dbd-096a-4a8a-9914-7535723e3589
RT00620352,23.831742,91.282676,12/23/2019 0:00,000bd276-4ee5-46fe-b622-4278198c8bc8
RT00620353,23.831665,91.282673,12/23/2019 0:00,30b88677-b45b-4f8d-a21c-d451bc9cddf8
RT00620354,23.83151,91.282988,1/6/2020 0:00,f0e3009a-ae4c-46c8-b258-8e780ed27ce8
RT00620355,23.837664,91.278518,12/23/2019 0:00,bfaad9b0-5cbc-4b3b-93d3-65018e658d34
RT00620356,23.83058,91.28649,8/24/2020 0:00,02516bf6-dab8-4dce-beb3-1c67459bb8d9
RT00620357,23.829966,91.280311,1/6/2020 0:00,d638a816-cd7a-4664-9252-f7dfbb72bd6e
RT00620358,23.829054,91.286123,12/23/2019 0:00,9e87c1fe-e503-4310-bd93-1fc7307c919e
RT00620359,23.831316,91.283969,1/6/2020 0:00,74bc439d-e337-4250-8d73-c73e98ca6069
RT00620360,23.831277,91.283874,12/23/2019 0:00,a3b33982-9f9b-401d-a835-678e0d7f539b
RT00620361,23.832945,91.275505,12/31/2019 0:00,97bd05c0-f58d-4176-a2a3-3fc936fbbabd
RT00620362,23.842525,91.273875,1/14/2020 0:00,8f3406d8-8cb3-49b8-9a99-c77f9bfd7ffc
RT00620363,23.832993,91.275598,12/31/2019 0:00,a14c8ec7-f4b1-4dde-821f-30cac55610fd
RT00620364,23.833009,91.275495,1/28/2020 0:00,7153cf3c-9d99-4d52-b1b7-5dc80e463ee4
RT00620365,23.833055,91.275147,12/31/2019 0:00,a707c473-4073-41f8-b2df-478643e379b6
RT00620366,23.834152,91.27556,12/31/2019 0:00,04183334-42eb-4126-9080-a7d14a61a0d4
RT00620367,23.834177,91.275613,12/31/2019 0:00,62e8f009-bfab-4349-8e30-f2a3b1ab4353
RT00620368,23.837588,91.27031,1/14/2020 0:00,5121a163-c215-45e9-a363-5841e4871de4
RT00620369,23.834588,91.274846,12/31/2019 0:00,a732d2c6-b90f-4fc5-8915-7f42be8df3f5
RT00620370,23.834814,91.272003,1/14/2020 0:00,6480b3dd-6e2c-4bef-b04e-2f1ccb75413c
RT00620371,23.834656,91.271664,12/31/2019 0:00,fa9b0f94-faa3-4d04-a200-835013f298a3
RT00620372,23.835119,91.270469,12/31/2019 0:00,203dbb3a-e410-4ed8-a70c-ca915a0aaab8
RT00620373,23.8405316,91.273976,10/6/2020 0:00,e3892c78-90d8-4108-a923-7fa8ea384b12
RT00620374,23.837461,91.266832,12/31/2019 0:00,baf8f06b-8040-428b-b43f-224e61e65878
RT00620375,23.839606,91.260958,12/31/2019 0:00,7bc8c7eb-8ff9-40ad-b576-fb4cf892dd92
RT00620376,23.839705,91.259691,12/31/2019 0:00,2fbcdaf0-1350-4923-a0bb-409cfcc18828
RT00620377,23.837372,91.270309,12/31/2019 0:00,ccbcb95a-825e-4fba-805a-a0900b9b88e3
RT00620378,23.836904,91.270342,12/31/2019 0:00,2d4dbcd8-eff8-44f3-aa9e-bf6d2473470c
RT00620379,23.840501,91.273882,1/14/2020 0:00,04eab19f-ecf9-49db-b61e-763d73af1d11
RT00620380,23.837529,91.269895,12/31/2019 0:00,ef438354-9c96-4f0c-bfe9-0f433df51602
RT00620381,23.837795,91.270474,12/31/2019 0:00,34385b4e-15cd-4dde-81cc-e832d267c750
RT00620382,23.842989,91.270531,1/14/2020 0:00,dffb80b7-e3d5-44e3-9ad6-44428803dee9
RT00620383,23.839174,91.27031,9/8/2020 0:00,71af6c2a-8488-4ba0-9d5e-e18abf48abf6
RT00620384,23.840256,91.270407,12/31/2019 0:00,dfc8440a-0baa-4c9c-a90c-a1d524ceb126
RT00620385,23.840963,91.270779,12/31/2019 0:00,0c5cf955-3bda-4b9f-be7a-f5fb0079e58f
RT00620386,23.840863,91.270661,12/31/2019 0:00,64fc1400-50f8-468d-90c4-291b90756392
RT00620387,23.843238,91.270417,1/14/2020 0:00,fbf7a01d-5da5-4b82-bbe0-88c3ed6623f9
RT00620388,23.841851,91.270864,1/14/2020 0:00,cb138146-916c-404a-abaa-a8818e3eb778
RT00620389,23.842844,91.270506,1/14/2020 0:00,95d72d7d-25b1-4f5f-82db-3b2f903bb2ff
RT00620390,23.84275,91.27075,1/14/2020 0:00,8071c568-a485-41d1-a1b9-09412adcb5c3
RT00620391,23.842886,91.270816,12/31/2019 0:00,be926d73-e82c-4954-a5bd-bcb77d353c93
RT00620392,23.842965,91.270749,12/31/2019 0:00,6e4c8334-b4d9-4595-8b00-bc2f58c14e33
RT00620393,23.843295,91.270416,12/31/2019 0:00,fa2c2cf8-6b3f-4fa4-8b25-02278d633da0
RT00620394,23.843334,91.270419,12/31/2019 0:00,37c79c7d-0818-4387-b8ef-bc4068ec1ecb
RT00620395,23.843477,91.270471,12/31/2019 0:00,e4d0583f-3df2-480b-9ba7-2c965ecb3f7a
RT00620396,23.843339,91.270555,12/31/2019 0:00,9fbfff37-84a0-40f2-b6cf-d6d53134c4da
RT00620397,23.843717,91.270568,12/31/2019 0:00,74d9e866-4701-4f23-af24-8622ad9b9fbe
RT00620398,23.8431395,91.2706466,10/13/2020 0:00,1f9b0c2f-f3a1-4057-b6fb-263383a10bc2
RT00620399,23.8405449,91.2739761,10/6/2020 0:00,18094226-bd11-4bc6-80b1-775e6a66908f
RT00620400,23.834269,91.275491,9/29/2020 0:00,0e11a34a-7b3b-48b2-89e2-00bb10d056bf
RT00620401,23.842114,91.275336,1/14/2020 0:00,f33ffc01-a3c9-4d01-af02-937df978ba92
